Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4jd13hFvWAZKZpomQleZ8L,"2econd 2ight 2eer (that was fun, goodbye.)","The Normal Album","Will Wood",2020-07-10,206500,58,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"dark cabaret","Will Wood",0.577,0.962,0,-5.304,1,0.0554,0.0526,0.0000282,0.103,0.701,150.02,4
3QSjVPObHxuAJc3E5nrjRn,"VILLAIN","ALL OUT","K/DA,Madison Beer,Kim Petras,League of Legends",2020-11-06,199125,68,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"k-pop","Riot Games",0.653,0.634,5,-5.875,0,0.0391,0.0232,0,0.0908,0.306,160.013,4
4zg2zMNSI0W8ipGA32kKp5,"The Cult of Dionysus","Cosmicandy","The Orion Experience",2007,185306,0,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Sweet!",0.66,0.854,1,-3.728,0,0.029,0.00739,0,0.0334,0.822,137.498,4
1xl3AuutgtES9NlHCgcKQN,"Welcome to Tally Hall","Marvin's Marvelous Mechanical Museum","Tally Hall",2005-10-24,310560,46,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Tally Hall",0.714,0.785,4,-6.682,1,0.278,0.111,0.0000153,0.31,0.54,101.088,4
1eNrlXlW7Cj1QB1YUcZmpb,"Campus","Vampire Weekend","Vampire Weekend",2008-01-29,176466,56,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"indie,baroque pop","XL Recordings",0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,4
6NG2IIXZfC5Notpz0GIODU,"The Ketchup Song (Aserejé) - Spanish Version","Aserejé (The Ketchup Song)","Las Ketchup",2002,213000,60,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Sony Music Publishing Spain",0.602,0.947,1,-5.642,1,0.115,0.00842,0.0000641,0.123,0.883,184.976,4
2Y0iGXY6m6immVb2ktbseM,"Little Dark Age","Little Dark Age","MGMT",2018-02-09,299960,75,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"indie,indietronica","Columbia",0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4
7jVH8CXr0MSpGheHOjN4NA,"SUICIDE YEAR","SUICIDE YEAR","WEEDMANE,Suicideyear",2019-08-04,91731,0,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"phonk,drift phonk","WEEDMANE & Suicideyear",0.78,0.898,11,-5.393,1,0.0426,0.221,0.00283,0.11,0.278,128.214,4
0jA4h2SD50Oak4C3Vn905a,"Not Allowed","Who Really Cares","TV Girl",2016-02-25,167864,1,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","TV Girl",0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,4
3x9WAJIEhsY8Eg5lwu1Z4A,"Multiply (feat. Nate Dogg)","Man VS Machine","Xzibit,Nate Dogg",2002-10-01,248106,35,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"west coast hip hop,gangster rap,g-funk,hardcore hip hop,hip hop","Columbia",0.915,0.719,11,-6.411,0,0.161,0.0285,0,0.0444,0.799,97.614,4
3Cx4yrFaX8CeHwBMReOWXI,"We Didn't Start the Fire","Storm Front","Billy Joel",1989-10-17,287733,73,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"soft rock","Columbia",0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,4
4IvZLDtwBHmBmwgDIUbuwa,"Here Comes Your Man","Doolittle","Pixies",1989-04-17,201186,69,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"alternative rock","4AD",0.669,0.795,2,-10.865,1,0.0285,0.00772,0.0781,0.401,0.882,124.594,4
1Tr4K5MU5XYE44umXGDndd,"Once in a Lifetime","Remain in Light","Talking Heads",1980-10-08,259600,54,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"new wave,post-punk","Warner Records",0.646,0.88,2,-7.753,1,0.0637,0.0623,0.157,0.355,0.802,116.916,4
7plzB2nNi0hQXdA2MrvE69,"Killshot","Killshot","Sad Night Dynamite",2020-09-10,227796,17,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Parlophone UK",0.585,0.702,8,-5.372,1,0.0353,0.0213,0.0265,0.213,0.327,89.976,4
1qRA5BS78u3gME0loMl9AA,"For What It's Worth","Buffalo Springfield","Buffalo Springfield",1966-12-05,153693,77,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"folk rock,country rock","Rhino/Elektra",0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4
22TntnVO3lQNDR5nsvxGRs,"Achilles Come Down","Go Farther In Lightness","Gang of Youths",2017-08-18,422146,65,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Mosy Music",0.223,0.523,0,-9.281,0,0.0466,0.435,0.283,0.225,0.15,179.83,3
2grjqo0Frpf2okIBiifQKs,"September","The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",1978-11-23,215093,72,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"disco","Columbia/Legacy",0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4
3DamFFqW32WihKkTVlwTYQ,"Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,76,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Universal Records",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
4BP3uh0hFLFRb5cjsgLqDh,"Fortunate Son","Willy And The Poor Boys (Expanded Edition)","Creedence Clearwater Revival",1969-11-02,140773,82,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"classic rock,southern rock,country rock","Craft Recordings",0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4
0APAKxMXB7jdDs4kw1l30y,"OK","OK","Wallows",2020-03-20,193293,61,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"indie","Atlantic Records",0.72,0.625,7,-6.274,1,0.0362,0.0112,0.0076,0.0999,0.818,102.006,4
57RA3JGafJm5zRtKJiKPIm,"Are You Bored Yet? (feat. Clairo)","Nothing Happens","Wallows,Clairo",2019-03-22,178000,79,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"indie,bedroom pop","Atlantic Records",0.682,0.683,8,-6.444,0,0.0287,0.156,0.0000232,0.273,0.64,120.023,4
4MmO631CdxuFOm18UVbhkp,"Fun Tonight","CHAM!","Macross 82-99",2015-10-21,162461,51,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"vaporwave,city pop,j-dance","Banana Network",0.612,0.938,10,-7.253,0,0.0562,0.0000251,0.717,0.329,0.595,129.994,4
76YGvWy36ftupwff9SCl7J,"『82.99 F.M』","A Millions Miles Away","Macross 82-99",2014-05-07,150260,0,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"vaporwave,city pop,j-dance","Neon City Records",0.559,0.905,6,-5.362,0,0.15,0.0155,0.00283,0.316,0.822,114.83,4
3uhJllxR54wXP82uVAJbcg,"Cats on Mars","COWBOY BEBOP Vitaminless","SEATBELTS",1998-06-03,165706,49,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"bebop,anime","SUNRISE Music Label",0.838,0.469,0,-11.001,1,0.0447,0.141,0.056,0.0932,0.969,134.93,4
3hffjZSoljsXsMOyq36Tmm,"Scarlet Fire","Innovations in Booty Shaking Music, Vol. 1","Otis McDonald",2018-03-02,142915,35,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"jazz funk","1beatRecords",0.612,0.811,4,-6.355,1,0.0643,0.00602,0.206,0.243,0.904,174.109,4
2kNmLJdgeTLPKUkvuSbn5g,"Bloom","Offering","j^p^n",2015-05-27,137406,0,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"lo-fi","EveryDejaVu",0.471,0.495,6,-10.605,1,0.419,0.874,0.000247,0.188,0.556,139.794,4
0Xy6zzsJDYftYlCy7v7vMS,"Omae Wa Mou - Tiny Little Adiantum Remix","Omae Wa Mou (Tiny Little Adiantum Remix)","deadman 死人,Shibayan",2020-02-14,113548,0,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"anime,bossa nova,shibuya-kei,vocaloid","big huge major record label industry plant recordz",0.728,0.67,7,-12.226,1,0.0647,0.569,0.798,0.102,0.701,93.008,4
0AQquaENerGps8BQmbPw14,"Big Iron","Gunfighter Ballads And Trail Songs","Marty Robbins",1959,235733,67,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Columbia/Legacy",0.726,0.474,1,-7.834,0,0.0491,0.803,0,0.258,0.57,116.027,4
6UFivO2zqqPFPoQYsEMuCc,"Bags","Immunity","Clairo",2019-08-02,260519,77,z9xc6iyksrgs1p8ekhjqklyyn,2024-12-03T12:56:19Z,"bedroom pop","FADER Label",0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,4
2sVjF25Z4JTJxi9BXm5GtJ,"ACT RIGHT","ACT RIGHT","femtanyl",2023-07-10,144000,51,z9xc6iyksrgs1p8ekhjqklyyn,2024-12-03T20:20:38Z,"breakcore,hyperpop,speedcore","SpikeChain Records",0.481,0.899,2,-2.299,1,0.141,0.0000776,0.000134,0.149,0.242,189.913,4
3EN9EFQHqDSLoNXAOkJzlJ,"Grindhouse","MG Ultra","Machine Girl",2024-10-18,243666,46,z9xc6iyksrgs1p8ekhjqklyyn,2024-12-07T02:38:14Z,"breakcore,speedcore,hyperpop,jungle","Future Classic",0.565,0.938,3,-4.65,0,0.177,0.014,0.00202,0.211,0.588,145.002,4
1d6aomUofe8RZ1uhhru3bz,"Motherfather","MG Ultra","Machine Girl",2024-10-18,217160,40,z9xc6iyksrgs1p8ekhjqklyyn,2025-01-07T04:31:01Z,"breakcore,speedcore,hyperpop,jungle","Future Classic",0.331,0.876,9,-5.004,1,0.0842,0.00237,0.000939,0.094,0.223,151.866,4
4IporixSO0oOYOtrjo3BRU,"Hot Lizard","MG Ultra","Machine Girl",2024-10-18,212706,42,z9xc6iyksrgs1p8ekhjqklyyn,2025-01-22T01:31:51Z,"breakcore,speedcore,hyperpop,jungle","Future Classic",0.586,0.955,7,-4.07,1,0.173,0.0104,0.00648,0.361,0.396,109.98,4
